SkuCode,SkuDescription,CustomerCode,CommodityKey,ProductCategory,ProductSubCategory,UnitOfMeasure,UnitsPerCarton,CartonsPerPallet,UnitWeightKg,UnitVolumeCbm,UnitCostUsd,UnitPriceUsd,AbcClassStatic,IsHazardous,RequiresColdChain,ShelfLifeDays,StorageType,IsActive,SkuKey
008689,Palm Oil and Its Fractions - Processed - Retail Unit,CUS1032,140,Chemical,Palm Oil and Its Fractions,LTR,43,75,22.9094,0.02715,510.95,1048.98,C,0,0,,Bulk,1,8689
008690,Perfumes and Toilet Waters - Export Grade - Retail Unit,CUS0104,354,Consumer Goods,Perfumes and Toilet Waters,LTR,31,52,22.5624,0.03296,2617.86,3896.1,B,1,0,,Hazmat,1,8690
008691,Cane or Beet Sugar - Type III - Retail Unit,CUS0724,151,Consumer Goods,Cane or Beet Sugar,EA,6,70,28.4965,0.03492,319.56,668.86,C,0,0,,Ambient,1,8691
008692,Soap and Organic Surface-Active Products - Palletized - Retail Unit,CUS0555,377,Consumer Goods,Soap and Organic Surface-Active Products,EA,30,54,6.3756,0.01024,86.08,211.51,B,0,0,,Ambient,1,8692
008693,Medical Instruments and Appliances - Refined - Retail Unit,CUS1649,859,Industrial,Medical Instruments and Appliances,LTR,36,58,3.7519,0.01531,615.11,1144.68,C,0,0,,Ambient,1,8693
008694,"New Pneumatic Tyres, of Rubber - Type III - Retail Unit",CUS1891,471,Industrial,"New Pneumatic Tyres, of Rubber",EA,35,28,8.7805,0.04462,311.77,538.76,C,0,0,,Bulk,1,8694
008695,Beer Made from Malt - Bulk - Retail Unit,CUS1655,203,Consumer Goods,Beer Made from Malt,EA,42,44,45.5224,0.04918,708.98,1024.54,C,0,0,,Ambient,1,8695
008696,Parts and Accessories of Motor Vehicles - Type I - Retail Unit,CUS0103,789,Automotive,Parts and Accessories of Motor Vehicles,EA,37,78,4.3,0.02405,76.46,167.66,B,0,0,,Ambient,1,8696
008697,"Petroleum Oils, Refined - Class 2 - Retail Unit",CUS0911,233,Chemical,"Petroleum Oils, Refined",EA,40,38,16.1323,0.01932,286.54,672.9,B,0,0,,Ambient,1,8697
008698,"New Pneumatic Tyres, of Rubber - Type II - Retail Unit",CUS1395,470,Industrial,"New Pneumatic Tyres, of Rubber",CTN,32,41,1.6433,0.00966,32.72,42.48,B,0,0,,Ambient,1,8698
008699,"Telephone Sets, Smartphones - Domestic Grade - Retail Unit",CUS1085,715,Consumer Goods,"Telephone Sets, Smartphones",CTN,9,37,3.4502,0.01988,71.66,102.07,B,0,0,,Ambient,1,8699
008700,Mineral or Chemical Fertilisers - Premium - Retail Unit,CUS2218,326,Chemical,Mineral or Chemical Fertilisers,EA,39,20,26.9223,0.0279,1064.33,2187.87,C,1,0,,Hazmat,1,8700
008701,Structures and Parts of Iron/Steel - Export Grade - Retail Unit,CUS0558,614,Industrial,Structures and Parts of Iron/Steel,CTN,38,67,54.8678,0.04556,527.55,772.94,C,0,0,,Ambient,1,8701
008702,"Hydrogen, Rare Gases and Other Non-Metals - Premium - Retail Unit",CUS1371,266,Chemical,"Hydrogen, Rare Gases and Other Non-Metals",EA,8,53,3.395,0.03716,27.76,68.45,C,1,0,,Hazmat,1,8702
008703,"Fireworks, Signalling Flares - Loose - Retail Unit",CUS1980,398,Industrial,"Fireworks, Signalling Flares",EA,6,60,37.4673,0.04437,272.35,512.18,A,1,0,,Hazmat,1,8703
008704,Other Floating Structures - Grade A - Retail Unit,CUS3106,821,Project Cargo,Other Floating Structures,CTN,37,78,26.7608,0.03787,390.27,643.13,B,0,0,,Ambient,1,8704
008705,Other Articles of Plastics - Loose - Retail Unit,CUS0259,458,Industrial,Other Articles of Plastics,EA,13,70,4.0133,0.01467,96.8,188.98,A,0,0,,Ambient,1,8705
008706,"Petroleum Oils, Refined - Palletized - Retail Unit",CUS2501,237,Chemical,"Petroleum Oils, Refined",KG,2,30,6.7931,0.00745,197.12,485.98,A,0,0,,Ambient,1,8706
008707,Motor Cars and Other Motor Vehicles - Type II - Retail Unit,CUS2356,770,Automotive,Motor Cars and Other Motor Vehicles,EA,45,35,1.5046,0.00497,302.49,746.09,C,0,0,,Ambient,1,8707
008708,Motor Cars and Other Motor Vehicles - Processed - Retail Unit,CUS0462,780,Automotive,Motor Cars and Other Motor Vehicles,KG,20,77,6.2447,0.01867,370.15,607.29,C,0,0,,Ambient,1,8708
008709,Frozen Bovine Meat - Refined - Retail Unit,CUS2868,19,Perishable,Frozen Bovine Meat,CTN,43,31,5.7008,0.02142,90.82,120.73,C,0,1,131,Chilled,1,8709
008710,"New Pneumatic Tyres, of Rubber - Class 1 - Retail Unit",CUS2670,472,Industrial,"New Pneumatic Tyres, of Rubber",CTN,34,49,6.7766,0.0408,218.25,541.1,C,0,0,,Ambient,1,8710
008711,Uncoated Paper and Paperboard - Type III - Retail Unit,CUS2086,511,Industrial,Uncoated Paper and Paperboard,CTN,35,51,6.0395,0.01929,165.86,264.72,A,0,0,,Ambient,1,8711
008712,Structures and Parts of Iron/Steel - Type III - Retail Unit,CUS2940,611,Industrial,Structures and Parts of Iron/Steel,LTR,8,64,39.0526,0.03668,1389.32,2665.9,B,0,0,,Ambient,1,8712
008713,"Parts of Balloons, Aircraft or Spacecraft - Export Grade - Retail Unit",CUS2031,814,Project Cargo,"Parts of Balloons, Aircraft or Spacecraft",CTN,14,53,6.0128,0.02442,191.62,349.07,A,0,0,,Ambient,1,8713
008714,"Fireworks, Signalling Flares - Processed - Retail Unit",CUS1524,400,Industrial,"Fireworks, Signalling Flares",EA,38,24,39.0302,0.04409,233.54,524.15,C,1,0,,Hazmat,1,8714
008715,Motor Cars and Other Motor Vehicles - Class 2 - Retail Unit,CUS1806,773,Automotive,Motor Cars and Other Motor Vehicles,PAL,8,73,4.6409,0.01989,373.29,608.63,C,0,0,,Ambient,1,8715
008716,Footwear with Leather Uppers - Type III - Retail Unit,CUS0205,571,Consumer Goods,Footwear with Leather Uppers,PAL,21,47,5.4904,0.02772,145.93,224.77,C,0,0,,Ambient,1,8716
008717,Wine of Fresh Grapes - Domestic Grade - Retail Unit,CUS1069,195,Consumer Goods,Wine of Fresh Grapes,PAL,26,35,9.9175,0.0105,140.19,233.96,C,0,0,,Ambient,1,8717
008718,"Tricycles, Toys, Reduced-Size Models - Industrial Grade - Retail Unit",CUS0569,885,Consumer Goods,"Tricycles, Toys, Reduced-Size Models",CTN,6,35,3.792,0.02866,81.76,165.23,C,0,0,,Ambient,1,8718
008719,"Medicaments, Mixed or Unmixed - Industrial Grade - Retail Unit",CUS1328,305,Chemical,"Medicaments, Mixed or Unmixed",EA,47,56,12.7149,0.02535,2617.75,5905.77,C,0,1,136,Chilled,1,8719
008720,Automatic Data Processing Machines - Refined - Retail Unit,CUS0059,679,Industrial,Automatic Data Processing Machines,CTN,2,23,3.3954,0.01997,85.05,145.89,A,0,0,,Ambient,1,8720
008721,Perfumes and Toilet Waters - Economy - Retail Unit,CUS2440,348,Consumer Goods,Perfumes and Toilet Waters,EA,25,29,11.2232,0.014,2097.07,4821.32,C,1,0,,Hazmat,1,8721
008722,Soap and Organic Surface-Active Products - Class 2 - Retail Unit,CUS1050,373,Consumer Goods,Soap and Organic Surface-Active Products,CTN,7,29,3.1225,0.00557,41.45,91.05,B,0,0,,Ambient,1,8722
008723,Perfumes and Toilet Waters - Retail Pack - Retail Unit,CUS2354,344,Consumer Goods,Perfumes and Toilet Waters,EA,37,63,27.9926,0.03592,6356.87,11727.95,A,1,0,,Hazmat,1,8723
008724,Parts and Accessories of Motor Vehicles - Export Grade - Retail Unit,CUS0125,794,Automotive,Parts and Accessories of Motor Vehicles,CTN,20,53,4.5429,0.02149,122.73,143.29,C,0,0,,Ambient,1,8724
008725,Soap and Organic Surface-Active Products - Grade A - Retail Unit,CUS2291,361,Consumer Goods,Soap and Organic Surface-Active Products,CTN,14,31,16.8443,0.02373,186.28,454.24,C,0,0,,Ambient,1,8725
008726,"Citrus Fruit, Fresh or Dried - Grade A - Retail Unit",CUS0918,81,Perishable,"Citrus Fruit, Fresh or Dried",PAL,19,21,11.3476,0.02426,418.55,935.5,C,0,1,222,Frozen,1,8726
008727,"Citrus Fruit, Fresh or Dried - Type I - Retail Unit",CUS0557,89,Perishable,"Citrus Fruit, Fresh or Dried",CTN,31,20,4.4048,0.0109,14.74,18.25,C,0,1,636,Chilled,1,8727
008728,Frozen Bovine Meat - Palletized - Retail Unit,CUS2114,17,Perishable,Frozen Bovine Meat,EA,12,56,10.0322,0.02861,29.68,43.18,C,0,1,226,Chilled,1,8728
008729,Motor Cars and Other Motor Vehicles - Industrial Grade - Retail Unit,CUS2131,765,Automotive,Motor Cars and Other Motor Vehicles,CTN,31,48,5.9803,0.0169,1055.95,2006.25,C,0,0,,Bulk,1,8729
008730,"Bananas, Fresh or Dried - Type II - Retail Unit",CUS0504,70,Perishable,"Bananas, Fresh or Dried",EA,41,31,0.8766,0.00297,32.41,37.75,C,0,1,486,Chilled,1,8730
008731,Perfumes and Toilet Waters - Type II - Retail Unit,CUS2179,350,Consumer Goods,Perfumes and Toilet Waters,EA,8,35,30.0064,0.04237,4437.62,7473.6,B,1,0,,Hazmat,1,8731
008732,Other Furniture and Parts Thereof - Economy - Retail Unit,CUS2267,868,Consumer Goods,Other Furniture and Parts Thereof,CTN,23,52,4.2592,0.02033,133.04,284.75,B,0,0,,Ambient,1,8732
008733,Medical Instruments and Appliances - Retail Pack - Retail Unit,CUS1732,844,Industrial,Medical Instruments and Appliances,EA,39,29,9.9455,0.04433,1996.84,4517.32,C,0,0,,Ambient,1,8733
008734,Beer Made from Malt - Type I - Retail Unit,CUS2465,209,Consumer Goods,Beer Made from Malt,LTR,30,39,33.0401,0.03306,82.84,155.13,C,0,0,,Ambient,1,8734
008735,Medical Instruments and Appliances - Retail Pack - Retail Unit,CUS3128,844,Industrial,Medical Instruments and Appliances,EA,18,30,9.6029,0.04284,1309.28,2522.25,C,0,0,,Ambient,1,8735
008736,Monitors and Projectors - Type III - Retail Unit,CUS2079,731,Consumer Goods,Monitors and Projectors,CTN,31,40,5.8019,0.04337,962.57,2292.23,B,0,0,,Ambient,1,8736
008737,"Petroleum Oils, Refined - Grade A - Retail Unit",CUS2958,221,Chemical,"Petroleum Oils, Refined",EA,12,51,33.5705,0.04096,949.78,1107.32,B,1,0,,Hazmat,1,8737
008738,"Parts of Balloons, Aircraft or Spacecraft - Industrial Grade - Retail Unit",CUS0171,805,Project Cargo,"Parts of Balloons, Aircraft or Spacecraft",EA,2,61,3.2301,0.01896,506.43,1036.42,B,0,0,,Ambient,1,8738
008739,Medical Instruments and Appliances - Grade A - Retail Unit,CUS2650,841,Industrial,Medical Instruments and Appliances,LTR,43,55,4.4139,0.01726,771.04,1294.9,C,0,0,,Bulk,1,8739
008740,Footwear with Leather Uppers - Premium - Retail Unit,CUS1891,566,Consumer Goods,Footwear with Leather Uppers,EA,24,60,0.1004,0.00068,0.48,0.84,C,0,0,,Ambient,1,8740
008741,Beer Made from Malt - Palletized - Retail Unit,CUS2691,217,Consumer Goods,Beer Made from Malt,EA,46,35,2.0752,0.00236,22.67,56.19,B,0,0,,Ambient,1,8741
008742,Perfumes and Toilet Waters - Grade B - Retail Unit,CUS1043,342,Consumer Goods,Perfumes and Toilet Waters,EA,44,44,32.7093,0.04935,4306.07,6795.47,B,1,0,,Hazmat,1,8742
008743,Other Inorganic Acids - Premium - Retail Unit,CUS1818,246,Chemical,Other Inorganic Acids,EA,45,65,56.4138,0.04457,1942.53,2476.83,A,0,0,,Ambient,1,8743
008744,"Taps, Cocks, Valves and Similar Appliances - Type II - Retail Unit",CUS2186,690,Industrial,"Taps, Cocks, Valves and Similar Appliances",EA,29,80,13.5091,0.03581,452.56,1082.2,B,0,0,,Ambient,1,8744
008745,Electric Accumulators (Batteries) - Refined - Retail Unit,CUS1047,759,Industrial,Electric Accumulators (Batteries),EA,8,61,16.1223,0.03638,2771.7,4376.83,B,1,0,,Hazmat,1,8745
008746,Monitors and Projectors - Carton Pack - Retail Unit,CUS0398,736,Consumer Goods,Monitors and Projectors,CTN,44,38,2.3169,0.01982,280.13,444.94,B,0,0,,Ambient,0,8746
008747,Motor Cars and Other Motor Vehicles - Premium - Retail Unit,CUS1196,766,Automotive,Motor Cars and Other Motor Vehicles,CTN,14,26,11.6178,0.04983,252.52,533.29,C,0,0,,Ambient,1,8747
008748,Parts and Accessories of Motor Vehicles - Processed - Retail Unit,CUS2905,800,Automotive,Parts and Accessories of Motor Vehicles,EA,37,69,8.6566,0.03499,289.48,445.03,C,0,0,,Ambient,1,8748
008749,Medical Instruments and Appliances - Bulk - Retail Unit,CUS0403,843,Industrial,Medical Instruments and Appliances,EA,6,40,10.608,0.04247,908.11,1627.54,B,0,0,,Ambient,1,8749
008750,Parts and Accessories of Motor Vehicles - Grade A - Retail Unit,CUS1617,781,Automotive,Parts and Accessories of Motor Vehicles,PAL,18,22,2.3114,0.00665,65.1,77.93,C,0,0,,Ambient,1,8750
008751,"Polymers of Ethylene, in Primary Forms - Retail Pack - Retail Unit",CUS2247,424,Industrial,"Polymers of Ethylene, in Primary Forms",CTN,25,44,6.0825,0.01641,224.0,293.33,A,0,0,,Ambient,1,8751
008752,"New Pneumatic Tyres, of Rubber - Standard - Retail Unit",CUS2147,467,Industrial,"New Pneumatic Tyres, of Rubber",LTR,48,39,1.7263,0.00813,3.55,7.96,C,0,0,,Ambient,1,8752
008753,Other Inorganic Acids - Premium - Retail Unit,CUS1432,246,Chemical,Other Inorganic Acids,EA,47,71,12.1446,0.00937,322.74,629.55,C,1,0,,Hazmat,1,8753
008754,"Citrus Fruit, Fresh or Dried - Industrial Grade - Retail Unit",CUS1173,85,Perishable,"Citrus Fruit, Fresh or Dried",CTN,44,53,3.8306,0.00983,93.51,124.77,C,0,1,298,Frozen,1,8754
008755,Automatic Data Processing Machines - Carton Pack - Retail Unit,CUS2898,676,Industrial,Automatic Data Processing Machines,CTN,24,31,7.4912,0.04624,558.5,998.74,C,0,0,,Ambient,0,8755
008756,Wine of Fresh Grapes - Domestic Grade - Retail Unit,CUS3150,195,Consumer Goods,Wine of Fresh Grapes,CTN,31,34,14.2045,0.01344,47.34,83.46,C,0,0,,Ambient,1,8756
008757,"Milk and Cream, Concentrated or Sweetened - Loose - Retail Unit",CUS2703,58,Perishable,"Milk and Cream, Concentrated or Sweetened",EA,45,48,7.5471,0.01227,227.19,283.43,C,0,0,,Ambient,1,8757
008758,Medical Instruments and Appliances - Grade A - Retail Unit,CUS0894,841,Industrial,Medical Instruments and Appliances,KG,32,54,3.952,0.01558,338.76,732.6,C,0,0,,Ambient,1,8758
008759,"T-Shirts, Singlets, Knitted - Export Grade - Retail Unit",CUS1367,534,Consumer Goods,"T-Shirts, Singlets, Knitted",EA,16,45,5.7536,0.04565,41.21,97.95,C,0,0,,Ambient,0,8759
008760,Motor Cars and Other Motor Vehicles - Premium - Retail Unit,CUS2100,766,Automotive,Motor Cars and Other Motor Vehicles,EA,48,67,3.9117,0.01807,609.81,937.2,A,0,0,,Ambient,1,8760
008761,Other Floating Structures - Carton Pack - Retail Unit,CUS1625,836,Project Cargo,Other Floating Structures,EA,15,73,29.599,0.04528,1009.52,2273.77,B,0,0,,Ambient,1,8761
008762,Beer Made from Malt - Grade B - Retail Unit,CUS2817,202,Consumer Goods,Beer Made from Malt,EA,40,37,5.9069,0.0059,24.31,52.4,C,0,0,,Bulk,1,8762
008763,Footwear with Leather Uppers - Standard - Retail Unit,CUS0462,567,Consumer Goods,Footwear with Leather Uppers,LTR,17,65,8.763,0.04252,135.21,327.2,B,0,0,,Ambient,1,8763
008764,"Fireworks, Signalling Flares - Carton Pack - Retail Unit",CUS0713,396,Industrial,"Fireworks, Signalling Flares",CTN,28,30,26.1073,0.02857,620.09,944.44,C,1,0,,Hazmat,1,8764
008765,Palm Oil and Its Fractions - Type III - Retail Unit,CUS2703,131,Chemical,Palm Oil and Its Fractions,PAL,15,75,28.1126,0.03191,422.6,498.85,C,0,0,,Ambient,1,8765
008766,"New Pneumatic Tyres, of Rubber - Grade B - Retail Unit",CUS2752,462,Industrial,"New Pneumatic Tyres, of Rubber",CTN,25,41,9.1671,0.03757,231.08,526.87,A,0,0,,Ambient,1,8766
008767,"Hydrogen, Rare Gases and Other Non-Metals - Premium - Retail Unit",CUS2693,266,Chemical,"Hydrogen, Rare Gases and Other Non-Metals",EA,45,53,0.5036,0.00635,14.85,18.72,C,0,0,,Ambient,1,8767
008768,Automatic Data Processing Machines - Class 2 - Retail Unit,CUS1864,673,Industrial,Automatic Data Processing Machines,EA,41,28,4.2503,0.01887,184.22,259.9,C,0,0,,Ambient,1,8768
008769,"Hydrogen, Rare Gases and Other Non-Metals - Carton Pack - Retail Unit",CUS0155,276,Chemical,"Hydrogen, Rare Gases and Other Non-Metals",CTN,31,53,1.2745,0.01909,11.17,17.26,C,1,0,,Hazmat,1,8769
008770,"Taps, Cocks, Valves and Similar Appliances - Grade A - Retail Unit",CUS0184,681,Industrial,"Taps, Cocks, Valves and Similar Appliances",CTN,36,31,7.5231,0.02288,225.92,324.37,B,0,0,,Ambient,1,8770
008771,"Parts of Balloons, Aircraft or Spacecraft - Premium - Retail Unit",CUS2283,806,Project Cargo,"Parts of Balloons, Aircraft or Spacecraft",EA,9,43,12.1995,0.04558,793.46,1858.12,B,0,0,,Ambient,1,8771
008772,Other Inorganic Acids - Class 1 - Retail Unit,CUS2014,252,Chemical,Other Inorganic Acids,EA,46,32,22.2173,0.02124,79.42,196.02,A,1,0,,Hazmat,1,8772
008773,Palm Oil and Its Fractions - Standard - Retail Unit,CUS2092,127,Chemical,Palm Oil and Its Fractions,CTN,32,38,7.4851,0.00805,181.52,355.26,C,0,0,,Ambient,1,8773
008774,Frozen Bovine Meat - Type II - Retail Unit,CUS3190,10,Perishable,Frozen Bovine Meat,EA,3,43,8.3568,0.02482,74.91,112.37,A,0,1,167,Chilled,1,8774
008775,"Taps, Cocks, Valves and Similar Appliances - Premium - Retail Unit",CUS0153,686,Industrial,"Taps, Cocks, Valves and Similar Appliances",EA,46,36,13.5793,0.0266,513.25,1269.46,A,0,0,,Ambient,1,8775
008776,Structures and Parts of Iron/Steel - Loose - Retail Unit,CUS0030,618,Industrial,Structures and Parts of Iron/Steel,EA,36,35,35.5079,0.04547,368.78,786.08,C,0,0,,Ambient,1,8776
008777,"Parts of Balloons, Aircraft or Spacecraft - Palletized - Retail Unit",CUS3043,817,Project Cargo,"Parts of Balloons, Aircraft or Spacecraft",KG,46,47,10.9252,0.04191,1647.27,3052.33,C,0,0,,Ambient,1,8777
008778,Perfumes and Toilet Waters - Export Grade - Retail Unit,CUS2150,354,Consumer Goods,Perfumes and Toilet Waters,CTN,25,52,19.0355,0.02337,3646.15,5429.87,C,1,0,,Hazmat,0,8778
008779,Uncoated Paper and Paperboard - Class 1 - Retail Unit,CUS0775,512,Industrial,Uncoated Paper and Paperboard,EA,38,55,7.5458,0.02546,96.16,115.29,C,0,0,,Ambient,1,8779
008780,"Ethers, Alcohols, Peroxides - Economy - Retail Unit",CUS1363,288,Chemical,"Ethers, Alcohols, Peroxides",EA,47,37,11.4242,0.01443,266.13,524.64,B,1,0,,Hazmat,1,8780
008781,Uncoated Paper and Paperboard - Processed - Retail Unit,CUS2158,520,Industrial,Uncoated Paper and Paperboard,EA,28,64,6.7646,0.01409,152.51,211.36,B,0,0,,Ambient,1,8781
008782,Cane or Beet Sugar - Export Grade - Retail Unit,CUS2763,154,Consumer Goods,Cane or Beet Sugar,CTN,35,56,32.2661,0.04373,297.33,663.25,C,0,0,,Bulk,1,8782
008783,Mineral or Chemical Fertilisers - Standard - Retail Unit,CUS0504,327,Chemical,Mineral or Chemical Fertilisers,CTN,28,22,28.9157,0.02704,239.73,300.19,C,1,0,,Hazmat,1,8783
008784,"New Pneumatic Tyres, of Rubber - Export Grade - Retail Unit",CUS1568,474,Industrial,"New Pneumatic Tyres, of Rubber",EA,41,53,10.0951,0.04688,235.26,506.27,B,0,0,,Ambient,1,8784
008785,"Men's Suits, Trousers, Not Knitted - Grade B - Retail Unit",CUS1118,542,Consumer Goods,"Men's Suits, Trousers, Not Knitted",EA,28,31,0.5241,0.00366,9.1,19.81,C,0,0,,Ambient,1,8785
008786,Other Inorganic Acids - Industrial Grade - Retail Unit,CUS1665,245,Chemical,Other Inorganic Acids,PAL,12,34,7.8806,0.00724,108.03,242.75,C,1,0,,Hazmat,1,8786
008787,Other Articles of Plastics - Retail Pack - Retail Unit,CUS2540,444,Industrial,Other Articles of Plastics,EA,33,39,12.7485,0.0411,96.31,228.17,A,0,0,,Ambient,1,8787
008788,"Telephone Sets, Smartphones - Loose - Retail Unit",CUS2795,718,Consumer Goods,"Telephone Sets, Smartphones",CTN,6,78,4.7357,0.02706,787.7,1792.78,B,0,0,,Ambient,1,8788
008789,Perfumes and Toilet Waters - Class 2 - Retail Unit,CUS2919,353,Consumer Goods,Perfumes and Toilet Waters,KG,27,65,33.585,0.04458,985.61,1927.48,C,1,0,,Hazmat,1,8789
008790,"Polymers of Ethylene, in Primary Forms - Export Grade - Retail Unit",CUS1327,434,Industrial,"Polymers of Ethylene, in Primary Forms",CTN,2,33,16.39,0.03654,528.35,638.93,C,0,0,,Bulk,1,8790
008791,"Medicaments, Mixed or Unmixed - Industrial Grade - Retail Unit",CUS0281,305,Chemical,"Medicaments, Mixed or Unmixed",EA,8,61,5.2121,0.00982,1161.97,1767.23,B,0,0,,Ambient,1,8791
008792,"Petroleum Oils, Refined - Grade B - Retail Unit",CUS2086,222,Chemical,"Petroleum Oils, Refined",PAL,23,58,10.1361,0.01314,389.68,730.8,C,1,0,,Hazmat,1,8792
008793,"Tricycles, Toys, Reduced-Size Models - Domestic Grade - Retail Unit",CUS2472,895,Consumer Goods,"Tricycles, Toys, Reduced-Size Models",EA,5,56,3.6296,0.03276,128.32,159.25,C,0,0,,Ambient,1,8793
008794,Medical Instruments and Appliances - Loose - Retail Unit,CUS2025,858,Industrial,Medical Instruments and Appliances,CTN,1,73,1.2576,0.00437,280.19,433.32,B,0,0,,Ambient,1,8794
008795,Automatic Data Processing Machines - Bulk - Retail Unit,CUS1587,663,Industrial,Automatic Data Processing Machines,CTN,10,53,6.5435,0.02472,697.07,869.1,C,0,0,,Ambient,1,8795
008796,Structures and Parts of Iron/Steel - Type III - Retail Unit,CUS0541,611,Industrial,Structures and Parts of Iron/Steel,CTN,32,71,35.785,0.03509,882.8,1887.11,A,0,0,,Ambient,1,8796
008797,Uncoated Paper and Paperboard - Refined - Retail Unit,CUS0754,519,Industrial,Uncoated Paper and Paperboard,EA,34,63,7.3632,0.01889,64.4,84.49,C,0,0,,Ambient,1,8797
008798,"Fireworks, Signalling Flares - Palletized - Retail Unit",CUS1213,397,Industrial,"Fireworks, Signalling Flares",EA,21,27,0.898,0.0011,30.95,45.52,C,1,0,,Hazmat,1,8798
008799,"Parts of Balloons, Aircraft or Spacecraft - Processed - Retail Unit",CUS2888,820,Project Cargo,"Parts of Balloons, Aircraft or Spacecraft",EA,9,67,10.3741,0.04096,664.55,786.76,B,0,0,,Ambient,1,8799
008800,Palm Oil and Its Fractions - Grade B - Retail Unit,CUS2264,122,Chemical,Palm Oil and Its Fractions,EA,1,36,6.3657,0.00672,225.46,394.46,B,0,0,,Ambient,1,8800
008801,"Petroleum Oils, Refined - Domestic Grade - Retail Unit",CUS0424,235,Chemical,"Petroleum Oils, Refined",EA,26,74,45.9311,0.04933,183.84,392.32,C,1,0,,Hazmat,1,8801
008802,Motor Cars and Other Motor Vehicles - Refined - Retail Unit,CUS1624,779,Automotive,Motor Cars and Other Motor Vehicles,EA,19,53,5.9903,0.01356,822.24,1419.97,C,0,0,,Ambient,1,8802
008803,"Tricycles, Toys, Reduced-Size Models - Class 1 - Retail Unit",CUS0146,892,Consumer Goods,"Tricycles, Toys, Reduced-Size Models",EA,32,68,3.1094,0.02223,105.12,146.58,B,0,0,,Ambient,1,8803
008804,"Taps, Cocks, Valves and Similar Appliances - Industrial Grade - Retail Unit",CUS2190,685,Industrial,"Taps, Cocks, Valves and Similar Appliances",KG,41,63,9.1952,0.02261,63.01,107.56,C,0,0,,Bulk,1,8804
008805,Wine of Fresh Grapes - Grade B - Retail Unit,CUS0110,182,Consumer Goods,Wine of Fresh Grapes,PAL,24,33,35.6037,0.03781,207.78,256.96,C,0,0,,Ambient,1,8805
008806,"Citrus Fruit, Fresh or Dried - Retail Pack - Retail Unit",CUS1560,84,Perishable,"Citrus Fruit, Fresh or Dried",PAL,5,51,1.8546,0.00508,62.81,137.72,C,0,1,387,Frozen,1,8806
008807,"Taps, Cocks, Valves and Similar Appliances - Economy - Retail Unit",CUS3166,688,Industrial,"Taps, Cocks, Valves and Similar Appliances",EA,1,48,2.5517,0.00817,90.39,149.08,B,0,0,,Ambient,1,8807
008808,"Parts of Balloons, Aircraft or Spacecraft - Retail Pack - Retail Unit",CUS1475,804,Project Cargo,"Parts of Balloons, Aircraft or Spacecraft",PAL,34,42,2.6049,0.01309,248.09,434.87,B,0,0,,Ambient,1,8808
008809,Parts and Accessories of Motor Vehicles - Type II - Retail Unit,CUS0885,790,Automotive,Parts and Accessories of Motor Vehicles,EA,14,30,2.4737,0.0117,42.87,97.63,C,0,0,,Bulk,1,8809
008810,Electric Accumulators (Batteries) - Palletized - Retail Unit,CUS1339,757,Industrial,Electric Accumulators (Batteries),EA,20,50,6.6422,0.02407,684.74,1207.22,C,1,0,,Hazmat,1,8810
008811,"Milk and Cream, Concentrated or Sweetened - Retail Pack - Retail Unit",CUS1944,44,Perishable,"Milk and Cream, Concentrated or Sweetened",CTN,15,62,8.9263,0.01492,330.69,601.58,B,0,0,,Ambient,1,8811
008812,Perfumes and Toilet Waters - Standard - Retail Unit,CUS1735,347,Consumer Goods,Perfumes and Toilet Waters,CTN,39,43,30.5928,0.04903,7080.86,14888.95,C,1,0,,Hazmat,0,8812
008813,Frozen Fish - Type I - Retail Unit,CUS1108,29,Perishable,Frozen Fish,CTN,15,31,2.3654,0.006,47.5,102.25,C,0,1,187,Frozen,1,8813
008814,Frozen Fish - Class 1 - Retail Unit,CUS0034,32,Perishable,Frozen Fish,CTN,15,79,7.8912,0.02193,113.29,240.56,C,0,1,595,Chilled,1,8814
008815,"Citrus Fruit, Fresh or Dried - Bulk - Retail Unit",CUS1309,83,Perishable,"Citrus Fruit, Fresh or Dried",EA,22,77,3.7296,0.01059,114.24,184.98,C,0,1,144,Chilled,1,8815
008816,Wine of Fresh Grapes - Type II - Retail Unit,CUS3114,190,Consumer Goods,Wine of Fresh Grapes,CTN,35,53,26.2478,0.02569,202.34,320.92,C,0,0,,Ambient,1,8816
008817,"T-Shirts, Singlets, Knitted - Loose - Retail Unit",CUS1109,538,Consumer Goods,"T-Shirts, Singlets, Knitted",EA,14,30,5.2723,0.03787,145.1,189.55,B,0,0,,Ambient,1,8817
008818,"Parts of Balloons, Aircraft or Spacecraft - Processed - Retail Unit",CUS0741,820,Project Cargo,"Parts of Balloons, Aircraft or Spacecraft",CTN,28,40,2.7161,0.00925,358.15,816.2,B,0,0,,Ambient,1,8818
008819,"Petroleum Oils, Refined - Class 1 - Retail Unit",CUS2968,232,Chemical,"Petroleum Oils, Refined",CTN,29,39,17.7872,0.02366,647.98,1419.22,C,1,0,,Hazmat,1,8819
008820,Other Inorganic Acids - Premium - Retail Unit,CUS2416,246,Chemical,Other Inorganic Acids,LTR,21,41,38.1349,0.0283,81.64,183.16,B,1,0,,Hazmat,1,8820
008821,"Medicaments, Mixed or Unmixed - Class 1 - Retail Unit",CUS0918,312,Chemical,"Medicaments, Mixed or Unmixed",CTN,43,49,13.9758,0.02739,2806.28,5917.41,C,0,1,561,Frozen,1,8821
